run_id,mode,workers,repeat,ok,failed,total_txn_s,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms
20260519T131625Z,baseline,1,1,1,0,38.821000,25.726620,25.726620,25.726620,25.726620
20260519T131625Z,baseline,8,1,8,0,317.234000,25.165810,25.130935,25.337997,25.422207
20260519T131625Z,oncache,1,1,1,0,39.292000,25.418390,25.418390,25.418390,25.418390
20260519T131625Z,oncache,8,1,8,0,314.825000,25.379200,25.413530,25.422870,25.423102
